Time,Pitch,Roll
8404,39.052,-0.163427
8412,38.852,-0.139553
8421,38.6462,-0.122574
8430,38.4356,-0.120095
8438,38.244,-0.102215
8447,38.0613,-0.0856128
8455,37.8636,-0.0727252
8464,37.634,-0.0184656
8472,37.4923,-0.0199356
8481,37.339,0.00344562
8489,37.1645,0.0234758
8498,37.0048,0.0293894
8506,36.8419,0.0574707
8515,36.6733,0.0477913
8523,36.4894,0.026694
8532,36.3302,0.0334643
8541,36.15,0.0381845
8550,35.9593,0.0496267
8558,35.786,0.0536439
8567,35.6028,0.0407337
8575,35.4152,0.0479004
8584,35.2204,0.04639
8593,35.0316,0.0287266
8602,34.8505,0.0288088
8610,34.6898,0.0377458
8619,34.5109,0.0335746
8627,34.3379,0.0412276
8636,34.1744,0.0512688
8644,34.0203,0.0640422
8653,33.8592,0.0651402
8661,33.6987,0.0612666
8669,33.5301,0.0541026
8678,33.3735,0.0600534
8687,33.2432,0.085232
8695,33.0891,0.106489
8704,32.91,0.103197
8713,32.7572,0.114382
8722,32.625,0.130204
8730,32.4727,0.129335
8739,32.3037,0.139459
8748,32.157,0.146334
8756,31.996,0.131266
8765,31.7833,0.163754
8774,31.5781,0.202493
8782,31.3713,0.232503
8791,31.161,0.251405
8800,30.9268,0.277277
8809,30.7468,0.326179
8817,30.58,0.347179
8826,30.3855,0.359877
8836,30.1809,0.365131
8843,30.0276,0.376753
8852,29.8003,0.422724
8860,29.5954,0.461644
8869,29.4064,0.477652
8878,29.203,0.481368
8886,29.0307,0.469153
8895,28.8853,0.44847
8904,28.7132,0.429002
8912,28.5629,0.406834
8921,28.3521,0.380526
8930,28.1502,0.370802
8939,27.9399,0.34682
8947,27.7009,0.358914
8955,27.491,0.381406
8964,27.294,0.380278
8973,27.1136,0.379823
8982,26.98,0.346926
8990,26.8227,0.332373
8999,26.6694,0.307013
9008,26.4875,0.269164
9016,26.2944,0.248962
9025,26.1103,0.236465
9034,25.9477,0.2377
9042,25.7626,0.219829
9051,25.6032,0.200748
9060,25.4901,0.193602
9071,25.2745,0.182134
9079,25.0757,0.171136
9088,24.9075,0.146524
9097,24.7176,0.129964
9106,24.561,0.123578
9114,24.3973,0.1243
9123,24.2432,0.11429
9132,24.0754,0.103466
9143,23.8434,0.101804
9152,23.6499,0.0978901
9159,23.4515,0.0938547
9167,23.2684,0.0855532
9174,23.069,0.0724957
9182,22.9109,0.0635427
9189,22.7476,0.0357166
9199,22.484,0.0244054
9207,22.2685,0.0448428
9214,22.0274,0.0889456
9222,21.7565,0.129349
9230,21.437,0.148518
9238,21.0651,0.209194
9245,20.707,0.264708
9253,20.4525,0.286709
9262,20.0871,0.264447
9270,19.7237,0.331879
9279,19.4321,0.384342
9287,19.1248,0.429519
9296,18.764,0.506568
9305,18.464,0.553506
9314,18.0669,0.596695
9323,17.7417,0.7206
9331,17.3886,0.774364
9340,17.0347,0.773401
9349,16.7443,0.754467
9358,16.4776,0.734553
9366,16.2013,0.706887
9375,15.9396,0.678402
9384,15.6641,0.672109
9393,15.1961,0.727594
9401,14.9316,0.662993
9410,14.6716,0.634006
9419,14.4016,0.603404
9427,14.1985,0.57131
9436,13.9324,0.547273
9445,13.6559,0.507986
9454,13.3373,0.467566
9462,13.0076,0.446814
9471,12.6985,0.445238
9479,12.4107,0.428678
9488,12.1535,0.417697
9497,11.9167,0.405389
9505,11.6626,0.394277
9514,11.4269,0.382759
9522,11.2191,0.371433
9531,10.9893,0.332186
9540,10.7632,0.324822
9549,10.5233,0.310941
9558,10.2682,0.28631
9566,10.0244,0.27128
9575,9.77606,0.251254
9583,9.50821,0.240098
9592,9.23198,0.226426
9600,9.00431,0.209869
9609,8.76864,0.186915
9618,8.54068,0.168419
9626,8.31473,0.15421
9635,8.07404,0.135399
9643,7.83842,0.123929
9652,7.60739,0.0947476
9660,7.38316,0.0706795
9669,7.13676,0.0769464
9678,6.90753,0.0743123
9686,6.66252,0.0668246
9695,6.39565,0.0925517
9703,6.08155,0.0660953
9712,5.77054,0.0800149
9720,5.47149,0.0938574
9729,5.10715,0.10287
9737,4.84875,0.108216
9748,4.493,0.102924
9756,4.15208,0.106614
9764,3.88243,0.119294
9773,3.59551,0.118391
9781,3.33658,0.123849
9790,3.03426,0.138472
9798,2.75239,0.148451
9807,2.47264,0.138558
9815,2.13592,0.117811
9823,1.82246,0.102081
9836,1.40183,0.0855766
9844,1.14949,0.0717663
9853,0.878788,0.0756688
9862,0.567895,0.0686781
9870,0.276534,0.0564234
9879,-0.015416,0.0619075
9887,-0.32905,0.0540222
9896,-0.623832,0.0382867
9904,-0.926117,0.0166264
9913,-1.22414,0.00502391
9921,-1.53131,0.0235078
9930,-1.81859,0.0310546
9938,-2.12696,0.0072202
9948,-2.45599,-0.0174877
9957,-2.70188,-0.0251338
9966,-2.95598,-0.0175556
9974,-3.18876,-0.0278956
9982,-3.40721,-0.0351393
9990,-3.62864,-0.0379948
9999,-3.85015,-0.0449269
10007,-4.08021,-0.043267
10016,-4.3187,-0.0396047
10025,-4.53088,-0.0333948
10034,-4.7734,-0.0410203
10042,-4.99466,-0.045597
10050,-5.22058,-0.0372556
10059,-5.43657,-0.0305105
10067,-5.64953,-0.033934
10076,-5.86604,-0.0431582
10084,-6.08618,-0.0433936
10092,-6.30487,-0.0299787
10101,-6.4971,-0.0344933
10110,-6.71985,-0.0402255
10118,-6.92977,-0.043931
10127,-7.13219,-0.0419632
10135,-7.33725,-0.0313511
10144,-7.53334,-0.0290618
10152,-7.72349,-0.0137618
10161,-7.9259,-0.0140685
10169,-8.12163,-0.00316491
10178,-8.3395,-0.00823653
10186,-8.55968,-0.0328396
10195,-8.80075,-0.0407672
10205,-9.08109,-0.0546468
10213,-9.32803,-0.0587958
10222,-9.56919,-0.060096
10231,-9.81411,-0.0865917
10239,-10.0823,-0.0896809
10248,-10.3596,-0.0891374
10257,-10.607,-0.100247
10265,-10.8261,-0.108463
10274,-11.0544,-0.103247
10282,-11.2844,-0.0888171
10291,-11.5387,-0.0808547
10300,-11.815,-0.0766364
10309,-12.0971,-0.0649369
10318,-12.4573,-0.0676966
10327,-12.7632,-0.0965088
10334,-13.0158,-0.107325
10343,-13.3088,-0.0994163
10352,-13.5796,-0.0870915
10363,-13.8936,-0.0860686
10372,-14.1414,-0.0845942
10380,-14.3971,-0.087142
10389,-14.6425,-0.0806397
10397,-14.9041,-0.0708873
10406,-15.146,-0.0607164
10415,-15.3988,-0.0533574
10423,-15.6435,-0.0166966
10432,-15.8456,0.0125118
10444,-16.1701,0.0219872
10453,-16.3728,0.00102611
10462,-16.621,-0.0190881
10470,-16.896,-0.0300634
10479,-17.1784,-0.0551165
10488,-17.5587,-0.0790937
10497,-17.9211,-0.127181
10506,-18.2464,-0.155722
10517,-18.823,-0.16375
10526,-19.0909,-0.180393
10534,-19.4051,-0.215305
10543,-19.7321,-0.236574
10551,-20.0768,-0.166305
10560,-20.3687,-0.160786
10569,-20.7023,-0.2264
10577,-21.1096,-0.249227
10586,-21.4681,-0.213861
10594,-21.8048,-0.229642
10603,-22.1269,-0.271432
10611,-22.4951,-0.275988
10620,-22.9058,-0.243115
10629,-23.2562,-0.241562
10638,-23.549,-0.31134
10646,-23.8588,-0.347002
10655,-24.175,-0.313008
10664,-24.5079,-0.270528
10673,-24.8078,-0.282312
10681,-25.0733,-0.304038
10690,-25.3341,-0.290279
10698,-25.6141,-0.273503
10707,-25.888,-0.247643
10716,-26.1343,-0.250684
10725,-26.3711,-0.243473
10733,-26.6586,-0.235859
10742,-26.9362,-0.230894
10751,-27.2192,-0.244161
10760,-27.4649,-0.280843
10769,-27.7078,-0.280155
10777,-27.9386,-0.270064
10786,-28.1369,-0.236236
10795,-28.3098,-0.213451
10803,-28.481,-0.176608
10812,-28.6565,-0.131913
10821,-28.8356,-0.110491
10834,-29.1323,-0.0685308
10842,-29.3139,-0.0694669
10851,-29.4784,-0.0526662
10860,-29.6581,-0.0364948
10869,-29.8314,-0.015211
10877,-29.9873,0.0125798
10886,-30.1241,0.0261676
10895,-30.2711,0.0562348
10903,-30.4279,0.0854559
10912,-30.5767,0.0972988
10921,-30.7573,0.125741
10929,-30.922,0.140446
10938,-31.0725,0.153459
10946,-31.2253,0.183639
10955,-31.3453,0.198115
10963,-31.4867,0.220785
10972,-31.6381,0.246276
10981,-31.7632,0.275537
10990,-31.8951,0.294861
10999,-32.008,0.308828
11007,-32.1533,0.32257
11016,-32.2892,0.346657
11025,-32.4039,0.368813
11034,-32.4873,0.383619
11042,-32.603,0.408372
11051,-32.708,0.447971
11060,-32.8448,0.47344
11069,-32.9783,0.480907
11077,-33.1013,0.448015
11086,-33.2368,0.412607
11094,-33.3834,0.381606
11103,-33.5723,0.382441
11112,-33.7235,0.391595
11120,-33.8413,0.387351
11129,-33.9988,0.381841
11137,-34.1586,0.349737
11146,-34.2833,0.306116
11155,-34.4332,0.302512
11164,-34.5766,0.312199
11172,-34.7356,0.324627
11181,-34.8804,0.304197
11189,-35.0119,0.273491
11198,-35.1528,0.251995
11206,-35.3161,0.238499
11215,-35.4759,0.241432
11223,-35.6054,0.261534
11232,-35.7706,0.284669
11240,-35.9521,0.280865
11249,-36.1127,0.246794
11258,-36.2588,0.199514
11266,-36.436,0.164996
11275,-36.6087,0.173337
11283,-36.7447,0.206012
11291,-36.8396,0.220361
11300,-36.9413,0.252531
11308,-37.0348,0.271885
11317,-37.1329,0.303371
11326,-37.2195,0.33101
11334,-37.3355,0.354709
11343,-37.4499,0.384485
11352,-37.5419,0.408507
11360,-37.6208,0.439516
11369,-37.6913,0.450741
11378,-37.7684,0.471827
11386,-37.8563,0.506358
11395,-37.9132,0.513126
11403,-37.987,0.526299
11412,-38.039,0.544985
11420,-38.0893,0.565065
11429,-38.1395,0.600182
11438,-38.1718,0.595932
11446,-38.2219,0.624068
11455,-38.2552,0.638155
11463,-38.3115,0.650462
11472,-38.3517,0.675338
11480,-38.3587,0.692311
11489,-38.3858,0.717528
11498,-38.4249,0.732
11506,-38.445,0.737003
11515,-38.4837,0.762075
11523,-38.5203,0.77315
11532,-38.5602,0.777995
11540,-38.5831,0.796691
11549,-38.6003,0.817778
11558,-38.6123,0.831166
11569,-38.5963,0.8364
11578,-38.6051,0.848464
11586,-38.6323,0.853828
11595,-38.6519,0.862535
11603,-38.7076,0.887945
11612,-38.7423,0.891847
11620,-38.7696,0.917593
11629,-38.7851,0.919955
11638,-38.8118,0.916804
11646,-38.8442,0.923449
11655,-38.8939,0.932103
11663,-38.9399,0.947493
11672,-39.0003,0.957667
11680,-39.0635,0.970998
11689,-39.1188,0.977184
11697,-39.1388,0.981722
11705,-39.1633,0.99437
11714,-39.1993,1.01171
11722,-39.24,1.0318
11731,-39.2736,1.03525
11739,-39.3129,1.04042
11747,-39.3956,1.05592
11756,-39.4621,1.05308
11764,-39.5,1.06729
11773,-39.5584,1.0792
11782,-39.6167,1.09931
11790,-39.6735,1.10724
11799,-39.7111,1.10452
11807,-39.734,1.09688
11816,-39.7512,1.10818
11824,-39.7647,1.10118
11837,-39.8031,1.11758
11845,-39.8102,1.11371
11854,-39.8368,1.13095
11862,-39.8677,1.13456
11870,-39.8554,1.13375
11879,-39.855,1.12818
11891,-39.8398,1.1287
11898,-39.8404,1.1275
11906,-39.8373,1.14586
11913,-39.8522,1.1393
11921,-39.8724,1.13005
11928,-39.9084,1.14627
11936,-39.9219,1.14267
11943,-39.9364,1.14912
11951,-39.9545,1.14685
11958,-39.9624,1.15544
11966,-39.98,1.15145
11974,-39.9851,1.15259
11981,-40.0106,1.16039
11989,-40.0411,1.16422
11996,-40.0771,1.17631
12004,-40.1148,1.18735
12011,-40.1668,1.18399
12019,-40.2125,1.18607
12026,-40.2702,1.17988
12034,-40.2861,1.17306
12042,-40.3256,1.17908
12049,-40.3412,1.18054
12057,-40.3819,1.18837
12064,-40.4405,1.20077
12072,-40.4922,1.19848
12079,-40.5286,1.19905
12087,-40.5758,1.20461
12094,-40.6237,1.1953
12102,-40.6684,1.18807
12109,-40.7299,1.20138
12117,-40.7959,1.19786
12124,-40.8476,1.19104
12132,-40.8991,1.19892
12139,-40.9394,1.20086
12147,-40.9747,1.21207
12155,-40.9987,1.20646
12162,-41.0234,1.21585
12170,-41.0453,1.21661
12177,-41.0828,1.2243
12185,-41.1187,1.2121
12192,-41.1354,1.21619
12200,-41.173,1.22309
12208,-41.1837,1.20703
12216,-41.1612,1.19786
12223,-41.1496,1.19375
12231,-41.1176,1.18571
12238,-41.1063,1.19324
12246,-41.0894,1.18275
12253,-41.0852,1.17738
12261,-41.0616,1.16328
12269,-41.0329,1.14774
12276,-40.9836,1.13601
12284,-40.971,1.14864
12291,-40.9204,1.13311
12299,-40.8929,1.13622
12306,-40.8413,1.12912
12315,-40.8023,1.13212
12323,-40.7392,1.12528
12332,-40.6875,1.12595
12341,-40.5955,1.11124
12348,-40.521,1.1074
12356,-40.4372,1.11315
12363,-40.3538,1.12455
12372,-40.2461,1.13179
12379,-40.1503,1.138
12387,-40.0452,1.14355
12395,-39.9155,1.11113
12403,-39.7596,1.10593
12412,-39.5937,1.09392
12421,-39.406,1.09421
12430,-39.2138,1.11293
12438,-39.0201,1.11499
12447,-38.8541,1.13003
12456,-38.8937,1.08403
12465,-38.7087,1.07982
12473,-38.5501,1.07075
12482,-38.3921,1.07656
12490,-38.2417,1.097
12499,-38.0839,1.1036
12508,-37.8912,1.09879
12516,-37.7138,1.08555
12524,-37.5669,1.08343
12533,-37.4064,1.09253
12541,-37.2742,1.0834
12549,-37.1221,1.08149
12559,-36.9855,1.06361
12568,-36.8344,1.04483
12576,-36.696,1.03354
12584,-36.5385,1.03074
12593,-36.3629,1.03107
12602,-36.1977,1.03773
12610,-36.0516,1.03159
12619,-35.9138,1.04854
12628,-35.7852,1.04336
12636,-35.6326,1.0276
12645,-35.4898,1.00717
12653,-35.3492,0.991129
12662,-35.2053,0.97869
12671,-35.0502,0.964212
12679,-34.899,0.963092
12688,-34.7247,0.962033
12697,-34.5952,0.971141
12705,-34.4041,0.981732
12714,-34.2324,0.979017
12722,-34.0598,0.993584
12731,-33.8824,1.03703
12740,-33.792,1.03834
12749,-33.6701,1.02165
12758,-33.5155,1.01119
12766,-33.3797,1.02669
12775,-33.2246,1.05071
12783,-33.0589,1.05001
12792,-32.8635,1.06
12801,-32.6438,1.06763
12810,-32.4474,1.1021
12818,-32.2498,1.10647
12827,-32.0628,1.10163
12836,-31.8604,1.09952
12845,-31.7233,1.10228
12854,-31.574,1.11034
12862,-31.4326,1.09699
12871,-31.2953,1.09884
12879,-31.1455,1.09116
12888,-31.0042,1.09044
12897,-30.8512,1.07793
12906,-30.7325,1.08625
12914,-30.6089,1.08056
12923,-30.4956,1.08306
12931,-30.35,1.06339
12940,-30.218,1.06198
12948,-30.1007,1.06229
12959,-29.9503,1.06794
12968,-29.8252,1.06608
12976,-29.7201,1.07413
12984,-29.6199,1.06995
12993,-29.5126,1.04818
13002,-29.4465,1.06826
13010,-29.3632,1.06655
13019,-29.256,1.07321
13027,-29.1533,1.07355
13036,-29.0567,1.07408
13044,-28.9705,1.08741
13052,-28.892,1.07812
13061,-28.755,1.07327
13070,-28.6373,1.05855
13078,-28.563,1.07806
13086,-28.4754,1.09024
13095,-28.375,1.08538
13103,-28.2762,1.07396
13112,-28.1968,1.07298
13120,-28.1092,1.0681
13129,-28.0145,1.07715
13138,-27.9245,1.06102
13146,-27.8258,1.0549
13156,-27.7127,1.03206
13164,-27.5999,1.02798
13172,-27.5066,1.02215
13181,-27.3771,1.02388
13190,-27.2558,1.00873
13198,-27.1446,1.01805
13210,-26.9843,1.00171
13219,-26.9106,1.00265
13227,-26.8255,0.99097
13236,-26.7543,0.993996
13244,-26.6487,0.977553
13253,-26.5188,0.972125
13261,-26.4102,0.964969
13270,-26.28,0.975447
13278,-26.1939,0.993317
13287,-26.0622,0.967654
13295,-25.9774,0.964649
13304,-25.9161,0.974424
13312,-25.8421,0.998727
13321,-25.719,1.01429
13330,-25.5958,1.01816
13338,-25.4738,1.03629
13346,-25.3389,1.0312
13355,-25.2178,1.05482
13364,-25.0649,1.08986
13373,-24.907,1.10028
13382,-24.7886,1.11688
13390,-24.6785,1.13061
13399,-24.5461,1.13617
13407,-24.4318,1.15623
13416,-24.3098,1.16853
13424,-24.1808,1.16604
13433,-24.0346,1.19455
13442,-23.8874,1.20736
13450,-23.7358,1.23452
13459,-23.5909,1.26563
13467,-23.4295,1.28226
13476,-23.2631,1.30065
13484,-23.1297,1.33708
13493,-23.0038,1.34837
13502,-22.8775,1.33714
13510,-22.7905,1.34243
13519,-22.7055,1.33748
13527,-22.5882,1.3368
13536,-22.4458,1.31385
13545,-22.2909,1.28857
13554,-22.1439,1.27429
13563,-21.981,1.25148
13572,-21.832,1.2252
13581,-21.6937,1.18189
13590,-21.5615,1.13724
13598,-21.4209,1.12453
13607,-21.2597,1.0952
13616,-21.0752,1.06922
13624,-20.9286,1.04136
13633,-20.7577,1.02994
13642,-20.5964,1.02993
13651,-20.4289,1.02033
13659,-20.2366,1.01797
13668,-20.05,1.0256
13677,-19.8565,1.02929
13685,-19.6735,0.996653
13694,-19.5087,0.983979
13703,-19.3204,0.977778
13711,-19.1431,0.973425
13720,-18.9573,0.979923
13729,-18.7711,0.972089
13738,-18.5837,0.963935
13746,-18.4012,0.972196
13755,-18.2117,0.957062
13764,-18.0353,0.930647
13772,-17.8691,0.90545
13781,-17.6779,0.880622
13790,-17.4907,0.865006
13798,-17.2926,0.833178
13807,-17.1124,0.811285
13816,-16.9298,0.78667
13824,-16.744,0.761549
13837,-16.4848,0.729374
13845,-16.3043,0.699391
13854,-16.1004,0.682592
13863,-15.9031,0.641988
13871,-15.7179,0.620867
13880,-15.5147,0.618152
13889,-15.3094,0.592358
13898,-15.1249,0.571801
13907,-14.9477,0.555311
13915,-14.7466,0.537172
13924,-14.5417,0.529064
13933,-14.3146,0.505317
13942,-14.0887,0.467932
13951,-13.8639,0.458076
13960,-13.6256,0.457598
13969,-13.3962,0.432923
13978,-13.182,0.407781
13986,-12.9676,0.409385
13995,-12.7407,0.421152
14003,-12.5224,0.4437
14012,-12.2437,0.439484
14020,-11.9887,0.437484
14029,-11.7676,0.402612
14038,-11.5616,0.419674
14046,-11.3355,0.411808
14055,-11.1332,0.404658
14064,-10.9348,0.3926
14072,-10.7551,0.383485
14081,-10.554,0.39107
14090,-10.3585,0.418064
14099,-10.167,0.421389
14107,-9.95683,0.421175
14116,-9.73903,0.409861
14125,-9.51222,0.395757
14134,-9.27677,0.396043
14142,-9.03228,0.386335
14151,-8.78657,0.37706
14160,-8.56926,0.360105
14168,-8.3857,0.355016
14177,-8.18777,0.350112
14186,-7.9976,0.355301
14194,-7.79348,0.345325
14203,-7.6156,0.337985
14217,-7.3091,0.333676
14225,-7.08541,0.315291
14234,-6.89108,0.306916
14242,-6.69875,0.301974
14250,-6.52004,0.304083
14258,-6.35545,0.322627
14267,-6.18321,0.327746
14275,-5.97196,0.305999
14284,-5.73431,0.295938
14293,-5.49531,0.293356
14302,-5.24016,0.309772
14310,-5.02549,0.291698
14319,-4.81303,0.284704
14327,-4.59946,0.27785
14336,-4.4053,0.278763
14345,-4.23771,0.26943
14354,-4.06983,0.264222
14363,-3.88124,0.253704
14372,-3.71179,0.248803
14380,-3.53734,0.245239
14389,-3.34432,0.211024
14398,-3.13228,0.214509
14405,-2.95423,0.219145
14413,-2.78408,0.215923
14421,-2.59661,0.204562
14429,-2.38955,0.197411
14438,-2.20106,0.176948
14446,-2.02392,0.177362
14455,-1.83465,0.14806
14463,-1.64327,0.128711
14472,-1.43117,0.102188
14481,-1.22792,0.0786751
14489,-1.00262,0.0589322
14498,-0.771353,0.0426931
14506,-0.516053,0.012644
14515,-0.253031,-0.0134769
14524,0.0041909,-0.0344693
14533,0.251017,-0.0327173
14541,0.493181,-0.0319913
14550,0.753381,-0.0319303
14558,1.00945,-0.0494881
14567,1.26912,-0.0740445
14575,1.51917,-0.0646198
14584,1.77148,-0.0678815
14592,1.99587,-0.0771339
14601,2.2102,-0.0781211
14609,2.43953,-0.0684669
14617,2.6605,-0.0490147
14626,2.89703,-0.0450224
14634,3.14203,-0.0357779
14643,3.40523,-0.0497832
14651,3.66813,-0.0591665
14660,3.88631,-0.0770533
14668,4.10681,-0.0941628
14677,4.31123,-0.108022
14686,4.48181,-0.116507
14694,4.6362,-0.128655
14703,4.81187,-0.126152
14711,4.9958,-0.116308
14720,5.14303,-0.111437
14728,5.30034,-0.117704
14736,5.44312,-0.0968854
14745,5.61455,-0.0835974
14754,5.82834,-0.0886011
14764,6.10215,-0.144995
14773,6.36249,-0.264154
14782,6.59695,-0.303017
14790,6.8844,-0.310017
14799,7.12844,-0.344558
14807,7.33522,-0.420162
14816,7.61088,-0.465247
14824,7.88591,-0.432417
14836,8.29228,-0.449058
14845,8.54572,-0.49476
14854,8.78512,-0.509928
14862,9.05081,-0.486562
14871,9.35933,-0.491396
14879,9.65599,-0.540157
14888,9.97232,-0.588976
14896,10.2816,-0.616605
14905,10.582,-0.610613
14914,10.8588,-0.605119
14922,11.1519,-0.607903
14931,11.4189,-0.597198
14939,11.6803,-0.578552
14948,11.9489,-0.583243
14957,12.218,-0.567347
14966,12.506,-0.559395
14974,12.7841,-0.553534
14983,13.0838,-0.53706
14991,13.3779,-0.526192
14999,13.6727,-0.520677
15008,14.0106,-0.522289
15017,14.3293,-0.528162
15026,14.6721,-0.566057
15034,14.9653,-0.609257
15045,15.3771,-0.642143
15054,15.7324,-0.649078
15062,16.1175,-0.698711
15071,16.4573,-0.763126
15080,16.7901,-0.791636
15089,17.1291,-0.793049
15097,17.4645,-0.793728
15106,17.7563,-0.837976
15117,18.1159,-0.908237
15126,18.3905,-0.905352
15133,18.6989,-0.887851
15141,19.0157,-0.897584
15148,19.3123,-0.944866
15156,19.5508,-1.00848
15163,19.7765,-1.03981
15171,19.9979,-1.01318
15179,20.2191,-0.980782
15186,20.4318,-0.967718
15193,20.6133,-0.954706
15201,20.8181,-0.944258
15208,20.9796,-0.951514
15215,21.1536,-0.951774
15223,21.3453,-0.952672
15231,21.5071,-0.947212
15239,21.6714,-0.929146
15246,21.8515,-0.91989
15254,22.0004,-0.891923
15261,22.1441,-0.874004
15269,22.2882,-0.859473
15277,22.4522,-0.83462
15285,22.6428,-0.829286
15294,22.8619,-0.835426
15302,23.0729,-0.871029
15311,23.2753,-0.909859
15320,23.4765,-0.917151
15329,23.6619,-0.912569
15337,23.8462,-0.912602
15346,24.0684,-0.914838
15354,24.3052,-0.94689
15364,24.5075,-0.998859
15372,24.6637,-1.03672
15381,24.848,-1.01818
15389,25.0318,-0.968562
15398,25.1849,-0.943909
15407,25.3684,-0.950805
15415,25.5687,-0.961717
15424,25.7493,-0.945448
15433,25.924,-0.941975
15445,26.1688,-0.938988
15454,26.3792,-0.947648
15462,26.5863,-0.952046
15469,26.7509,-0.976696
15478,26.9209,-1.0171
15486,27.0956,-1.02001
15495,27.2603,-1.0043
15503,27.4291,-0.991742
15512,27.6024,-0.972872
15521,27.7829,-0.959661
15532,28.0348,-0.918653
15541,28.252,-0.909905
15549,28.4769,-0.875353
15558,28.6905,-0.887533
15566,28.8875,-0.930562
15575,29.1108,-0.967121
15583,29.3501,-0.997613
15592,29.5662,-0.991848
15601,29.7871,-1.00783
15610,30.0124,-1.00798
15618,30.2498,-1.03147
15628,30.4827,-1.07252
15636,30.672,-1.10962
15645,30.8457,-1.13803
15653,31.0302,-1.12128
15662,31.2266,-1.06439
15670,31.4561,-1.03244
15679,31.6901,-1.04074
15688,31.9406,-1.05935
15696,32.1529,-1.09564
15705,32.3201,-1.12748
15714,32.4528,-1.12852
15723,32.571,-1.09565
15731,32.7154,-1.06224
15740,32.8826,-1.03323
15748,33.0495,-1.02003
15757,33.1971,-1.00081
15766,33.3441,-0.963722
15775,33.4645,-0.951055
15783,33.5646,-0.934998
15792,33.6744,-0.917911
15801,33.8057,-0.887169
15810,33.9109,-0.856061
15818,34.0042,-0.83598
15827,34.1031,-0.827074
15839,34.2737,-0.793307
15848,34.3641,-0.780502
15856,34.4287,-0.768073
15865,34.5219,-0.749145
15873,34.5972,-0.733354
15882,34.7237,-0.709862
15891,34.8029,-0.685868
15899,34.8794,-0.678415
15908,34.9749,-0.657406
15917,35.0905,-0.647279
15926,35.1955,-0.641308
15934,35.3351,-0.64545
15943,35.4898,-0.669157
15952,35.645,-0.727432
15961,35.8164,-0.764839
15969,35.9634,-0.761352
15978,36.1053,-0.740102
15987,36.258,-0.750193
15995,36.4401,-0.763217
16004,36.5824,-0.807797
16013,36.7103,-0.869726
16021,36.8219,-0.879554
16030,36.9373,-0.851096
16038,37.0487,-0.803337
16047,37.1554,-0.800809
16056,37.2655,-0.800628
16064,37.3639,-0.805511
16073,37.4739,-0.796192
16082,37.5762,-0.78428
16090,37.6811,-0.769641
16099,37.7759,-0.765522
16108,37.8644,-0.748481
16116,37.9204,-0.744796
16125,37.9973,-0.719436
16134,38.0785,-0.70411
16143,38.169,-0.691401
16151,38.2765,-0.678892
16160,38.3732,-0.691153
16169,38.4871,-0.712534
16177,38.5646,-0.758932
16186,38.6183,-0.777087
16194,38.6709,-0.766412
16203,38.7607,-0.730199
16211,38.8168,-0.709234
16222,38.9052,-0.704391
16230,38.985,-0.685722
16239,39.0548,-0.672621
16247,39.1112,-0.646615
16256,39.168,-0.627782
16264,39.2069,-0.608491
16273,39.2917,-0.57393
16281,39.3423,-0.562181
16290,39.3855,-0.543943
16298,39.4983,-0.511397
16307,39.5335,-0.516399
16315,39.5552,-0.53836
16324,39.5108,-0.594665
16332,39.4322,-0.57515
16341,39.3571,-0.533111
16350,39.3004,-0.495381
16358,39.2348,-0.514837
16368,39.1601,-0.54169
16377,39.0648,-0.523051
16385,38.9597,-0.428747
16394,38.8275,-0.359759
16402,38.6726,-0.306428
16411,38.4781,-0.273242
16423,38.1844,-0.213049
16431,37.9714,-0.160326
16439,37.7577,-0.122599
16448,37.501,-0.102231
16456,37.1936,-0.116908
16465,36.8245,-0.0546425
16473,36.6619,0.00312158
16482,36.4494,0.01567
16490,36.2424,0.0271049
16498,36.0579,0.0117232
16507,35.8143,0.0161799
16515,35.5921,0.027212
16524,35.3651,0.047607
16532,35.0827,0.0441255
16541,34.8005,0.0478576
16550,34.5233,0.0571592
16558,34.2382,0.0608199
16570,33.8557,0.0686482
16579,33.5642,0.0726872
16587,33.2873,0.0901954
16596,32.9816,0.100854
16604,32.6951,0.110632
16613,32.3809,0.128191
16622,32.1243,0.139206
16631,31.8568,0.140452
16639,31.607,0.130827
16648,31.3371,0.126738
16657,31.0782,0.137757
16665,30.7868,0.131947
16674,30.451,0.128192
16682,30.1308,0.149837
16691,29.8003,0.183299
16699,29.4682,0.204146
16708,29.153,0.206906
16716,28.8679,0.228796
16724,28.5646,0.240545
16733,28.2352,0.267017
16742,27.8935,0.301417
16750,27.5813,0.337701
16759,27.2265,0.402171
16769,26.834,0.456276
16777,26.4886,0.464061
16786,26.1834,0.497325
16794,25.8425,0.531149
16803,25.4998,0.569719
16811,25.1542,0.595145
16820,24.8034,0.621567
16828,24.4441,0.653966
16840,23.9766,0.691087
16848,23.6571,0.735232
16857,23.337,0.756853
16865,23.0355,0.780691
16874,22.7803,0.812629
16882,22.5176,0.818639
16891,22.2719,0.826255
16900,22.0252,0.816845
16909,21.7922,0.791109
16917,21.5579,0.772217
16926,21.3703,0.761897
16935,21.1312,0.75529
16943,20.8617,0.723739
16952,20.6072,0.699471
16961,20.3718,0.678936
16970,20.1081,0.673494
16979,19.8738,0.664619
16988,19.6367,0.640527
16996,19.4021,0.64482
17005,19.1476,0.643342
17014,18.9035,0.635555
17022,18.6522,0.644781
