Time,Pitch,Error,dError,IntError,ControlSignal
29283,-0.132127,1.69249,16.6764,3.43628,16.9249
29288,-0.0601279,1.76449,16.0897,3.44417,17.6449
29292,-0.00284856,1.82176,13.7594,3.45176,18.2176
29296,0.0588046,1.88342,14.7638,3.45962,18.8342
29300,0.123248,1.94786,15.4012,3.46777,19.4786
29306,0.211921,2.03653,14.7822,3.47999,20.3653
29310,0.283852,2.10847,16.407,3.48923,21.0847
29315,0.355626,2.18024,17.3874,3.49823,21.8024
29319,0.428818,2.25343,17.4645,3.50768,22.5343
29323,0.504675,2.32929,17.4181,3.51782,23.2929
29327,0.578626,2.40324,17.2724,3.52811,24.0324
29332,0.646614,2.47123,16.5243,3.53828,24.7123
29336,0.715709,2.54032,16.6821,3.5488,25.4032
29340,0.775348,2.59996,14.4117,3.55956,25.9996
29344,0.845034,2.66965,16.1871,3.57105,26.6965
29348,0.907571,2.73218,15.3291,3.5822,27.3218
29352,0.967538,2.79215,13.8878,3.59425,27.9215
29357,1.02668,2.85129,14.5922,3.60581,28.5129
29361,1.08469,2.9093,14.0439,3.61783,29.093
29365,1.14168,2.96629,13.6809,3.63018,29.6629
29369,1.19479,3.0194,12.8286,3.64268,30.194
29374,1.25045,3.07506,11.3794,3.65772,30.7506
29378,1.27868,3.1033,6.22112,3.67181,31.033
29383,1.31218,3.13679,8.11681,3.68475,31.3679
29387,1.37502,3.19963,15.0809,3.69809,31.9963
29392,1.22524,3.04985,-26.3151,3.71545,30.4985
29397,1.13687,2.96148,-21.1721,3.72781,29.6148
29401,1.11659,2.9412,-4.93132,3.7399,29.412
29405,0.997476,2.82209,-28.5953,3.75166,28.2209
29409,0.782277,2.60689,-51.0834,3.76264,26.0689
29414,0.486999,2.31161,-60.6079,3.7739,23.1161
29418,0.308553,2.13317,-40.0205,3.78341,21.3317
29422,0.114083,1.9387,-47.6716,3.79132,19.387
29427,-0.127512,1.6971,-57.8242,3.79841,16.971
29431,-0.339332,1.48528,-51.4388,3.80453,14.8528
29435,-0.520509,1.3041,-42.182,3.81013,13.041
29440,-0.660912,1.1637,-30.7537,3.81544,11.637
29444,-0.837495,0.987118,-41.9982,3.81959,9.87118
29448,-1.032,0.792612,-44.4239,3.82306,7.92612
29453,-1.20485,0.619758,-39.2141,3.8258,6.19758
29458,-1.43459,0.390021,-45.5837,3.82776,3.90021
29463,-1.7196,0.105018,-52.5506,3.82833,1.05018
29467,-1.95334,-0.128726,-53.5645,3.82777,-1.28726
29472,-2.17178,-0.347165,-52.5926,3.82633,-3.47165
29476,-2.28955,-0.464934,-28.1462,3.82438,-4.64934
29480,-2.32078,-0.496168,-6.74031,3.82208,-4.96168
29485,-2.2523,-0.42769,16.4772,3.8203,-4.2769
29489,-2.15271,-0.328096,21.9422,3.81882,-3.28096
29493,-2.17334,-0.34873,-4.8495,3.81733,-3.4873
29498,-2.12652,-0.301907,10.7774,3.81602,-3.01907
29502,-2.08146,-0.25685,9.92626,3.81485,-2.5685
29506,-2.06592,-0.241304,3.73605,3.81385,-2.41304
29510,-2.10463,-0.280017,-9.49737,3.81271,-2.80017
29515,-2.17753,-0.352916,-17.7394,3.81126,-3.52916
29519,-2.2011,-0.376485,-5.72726,3.80971,-3.76485
29523,-2.22328,-0.398668,-5.42016,3.80808,-3.98668
29527,-2.30323,-0.478622,-18.5559,3.80602,-4.78622
29531,-2.37166,-0.547047,-15.8335,3.80365,-5.47047
29536,-2.4317,-0.607083,-14.7498,3.80118,-6.07083
29540,-2.47782,-0.653205,-11.0979,3.79847,-6.53205
29544,-2.53663,-0.712015,-14.1973,3.79552,-7.12015
29548,-2.61656,-0.791944,-18.2798,3.79205,-7.91944
29553,-2.70216,-0.877549,-18.4055,3.78797,-8.77549
29557,-2.78642,-0.961805,-18.1072,3.7835,-9.61805
29562,-2.85008,-1.02547,-14.3404,3.77894,-10.2547
29566,-2.94558,-1.12097,-21.3617,3.77393,-11.2097
29571,-3.01594,-1.19133,-16.9598,3.76899,-11.9133
29575,-3.07801,-1.2534,-14.8813,3.76376,-12.534
29579,-3.13791,-1.3133,-14.3408,3.75828,-13.133
29583,-3.2092,-1.38459,-16.6216,3.75234,-13.8459
29588,-3.2924,-1.46779,-19.2039,3.74598,-14.6779
29592,-3.36371,-1.53909,-16.8471,3.73946,-15.3909
29596,-3.4328,-1.60819,-16.3074,3.73265,-16.0819
29600,-3.51987,-1.69526,-20.2362,3.72536,-16.9526
29605,-3.60009,-1.77548,-18.6244,3.71771,-17.7548
29609,-3.67326,-1.84865,-17.9375,3.71017,-18.4865
29613,-3.74144,-1.91683,-16.4843,3.70224,-19.1683
29617,-3.8061,-1.98149,-15.881,3.69417,-19.8149
29621,-3.88194,-2.05733,-18.5642,3.68577,-20.5733
29625,-3.96571,-2.1411,-19.8919,3.67675,-21.411
29629,-4.05874,-2.23412,-22.1759,3.66738,-22.3412
29634,-4.15279,-2.32817,-20.4619,3.65668,-23.2817
29638,-4.2366,-2.41199,-18.5373,3.64577,-24.1199
29643,-4.3177,-2.49309,-19.4587,3.63538,-24.9309
29647,-4.38722,-2.56261,-16.8465,3.62481,-25.6261
29651,-4.45868,-2.63407,-16.7859,3.61359,-26.3407
29655,-4.53268,-2.70806,-16.9275,3.60176,-27.0806
29660,-4.61514,-2.79053,-18.5462,3.58935,-27.9053
29664,-4.68075,-2.85614,-15.1277,3.57696,-28.5614
29668,-4.75751,-2.9329,-17.9134,3.56439,-29.329
29673,-4.8281,-3.00349,-16.6962,3.55169,-30.0349
29677,-4.90503,-3.08042,-18.6213,3.53897,-30.8042
29681,-4.97383,-3.14922,-16.4556,3.5258,-31.4922
29685,-5.0451,-3.22049,-17.0114,3.51231,-32.2049
29689,-5.11441,-3.2898,-16.3346,3.49835,-32.898
29694,-5.19867,-3.37406,-18.9012,3.48331,-33.7406
29699,-5.31134,-3.48673,-24.3343,3.46716,-34.8673
29703,-5.43977,-3.61516,-30.4269,3.45191,-36.1516
29707,-5.47371,-3.6491,-7.75389,3.43593,-36.491
29712,-5.51905,-3.69444,-10.1794,3.41948,-36.9444
29716,-5.42361,-3.599,22.837,3.40443,-35.99
29720,-4.95916,-3.13455,112.211,3.39146,-31.3455
29724,-4.29033,-2.46571,152.724,3.38066,-24.6571
29729,-3.7665,-1.94189,122.108,3.37233,-19.4189
29733,-3.2935,-1.46889,115.152,3.3663,-14.6889
29737,-2.87089,-1.04628,102.346,3.36198,-10.4628
29741,-2.27742,-0.452806,141.876,3.36008,-4.52806
29745,-1.68518,0.13943,141.348,3.36067,1.3943
29749,-1.23942,0.585191,107.236,3.3631,5.85191
29754,-0.746641,1.07797,114.708,3.36773,10.7797
29758,-0.345614,1.479,83.0395,3.37487,14.79
29763,-0.0552357,1.76938,68.949,3.38233,17.6938
29767,0.213427,2.03804,64.2952,3.39084,20.3804
29771,0.325056,2.14967,26.0903,3.40004,21.4967
29776,0.369804,2.19442,10.1871,3.40968,21.9442
29780,0.618504,2.44312,52.482,3.42126,24.4312
29785,0.774768,2.59938,36.6175,3.43235,25.9938
29789,0.731465,2.55608,-10.6292,3.44276,25.5608
29793,0.865791,2.6904,33.1753,3.45366,26.904
29797,0.819289,2.6439,-11.6654,3.46419,26.439
29801,0.698203,2.52282,-29.3097,3.47462,25.2282
29805,0.638825,2.46344,-14.5047,3.4847,24.6344
29809,0.464787,2.2894,-42.0246,3.49418,22.894
29813,0.430353,2.25497,-8.34256,3.50349,22.5497
29817,0.284942,2.10955,-34.5204,3.51238,21.0955
29822,0.0163071,1.84092,-61.796,3.52038,18.4092
29826,-0.374441,1.45017,-89.523,3.52671,14.5017
29830,-0.736262,1.08835,-82.6177,3.53148,10.8835
29835,-1.15728,0.667335,-101.879,3.53423,6.67335
29839,-1.46331,0.361303,-74.5541,3.53572,3.61303
29843,-1.67558,0.14903,-51.0092,3.53634,1.4903
29847,-1.88051,-0.0558971,-46.8781,3.53609,-0.558971
29852,-1.92493,-0.100321,-10.2203,3.53566,-1.00321
29856,-1.95392,-0.129308,-6.96451,3.53512,-1.29308
29860,-1.95671,-0.132095,-0.676102,3.53457,-1.32095
29864,-1.96411,-0.139498,-1.65296,3.53395,-1.39498
29869,-1.94628,-0.121666,4.21261,3.53343,-1.21666
29873,-1.86256,-0.0379477,20.0764,3.53328,-0.379477
29877,-1.86081,-0.0361979,0.420168,3.53312,-0.361979
29881,-1.87391,-0.0492994,-3.16776,3.53292,-0.492994
29885,-1.88754,-0.0629271,-3.27404,3.53266,-0.629271
29889,-1.91025,-0.0856373,-5.34515,3.53229,-0.856373
29894,-1.91553,-0.0909194,-1.22043,3.5319,-0.909194
29898,-1.97544,-0.15083,-13.858,3.53125,-1.5083
29902,-2.02163,-0.197014,-10.5506,3.53039,-1.97014
29907,-2.04035,-0.215733,-4.39511,3.52947,-2.15733
29911,-2.04109,-0.216479,-0.182375,3.52858,-2.16479
29915,-2.03654,-0.211924,1.04235,3.52766,-2.11924
29920,-2.06123,-0.236621,-5.6492,3.52662,-2.36621
29924,-2.06424,-0.239627,-0.73437,3.52564,-2.39627
29928,-2.07591,-0.251296,-2.72955,3.52457,-2.51296
29932,-2.08907,-0.264461,-3.05822,3.52343,-2.64461
29937,-2.09463,-0.270019,-1.28762,3.52226,-2.70019
29941,-2.12082,-0.296209,-6.30869,3.52103,-2.96209
29945,-2.10414,-0.279531,3.88739,3.51983,-2.79531
29949,-2.09126,-0.266645,3.08165,3.51872,-2.66645
29953,-2.09119,-0.266574,0.0168996,3.51761,-2.66574
29958,-2.07342,-0.248804,4.15222,3.51654,-2.48804
29962,-2.07461,-0.25,-0.274643,3.51545,-2.5
29966,-2.07356,-0.248946,0.233261,3.51433,-2.48946
29971,-2.08497,-0.260356,-2.7513,3.51325,-2.60356
29975,-2.07521,-0.250595,2.38853,3.51222,-2.50595
29979,-2.0693,-0.244688,1.45139,3.51123,-2.44688
29983,-2.06889,-0.244275,0.093478,3.51015,-2.44275
29988,-2.0604,-0.235784,1.96102,3.50913,-2.35784
29992,-2.06136,-0.236752,-0.229205,3.50813,-2.36752
29996,-2.04806,-0.223444,3.1738,3.50719,-2.23444
30000,-2.02926,-0.204652,4.28224,3.50629,-2.04652
30005,-2.02231,-0.197697,1.66844,3.50547,-1.97697
30009,-2.01092,-0.186312,2.723,3.50469,-1.86312
30013,-1.99759,-0.172973,3.26163,3.50398,-1.72973
30017,-1.97506,-0.150446,5.24143,3.50334,-1.50446
30022,-1.95246,-0.127844,4.64731,3.50271,-1.27844
30026,-1.93754,-0.112923,3.33309,3.50221,-1.12923
30031,-1.91731,-0.0926926,4.83004,3.50182,-0.926926
30035,-1.90003,-0.075415,4.18542,3.50151,-0.75415
30039,-1.87849,-0.0538764,5.2585,3.50129,-0.538764
30043,-1.86202,-0.0374058,3.82977,3.50113,-0.374058
30047,-1.84471,-0.0200971,3.97925,3.50104,-0.200971
30052,-1.81711,0.00750709,6.6895,3.50107,0.0750709
30056,-1.79103,0.0335803,6.41736,3.50121,0.335803
30060,-1.76395,0.0606669,6.46176,3.50146,0.606669
30064,-1.7438,0.0808153,4.57819,3.50182,0.808153
30069,-1.72354,0.101075,4.75438,3.50225,1.01075
30073,-1.71193,0.112686,2.78636,3.50272,1.12686
30077,-1.69951,0.1251,3.01095,3.50323,1.251
30081,-1.67275,0.151867,6.40743,3.50387,1.51867
30085,-1.64215,0.182459,7.3503,3.50463,1.82459
30089,-1.61067,0.213946,7.49277,3.50553,2.13946
30094,-1.57703,0.247579,7.86312,3.50659,2.47579
30098,-1.54394,0.280672,7.59102,3.50781,2.80672
30103,-1.50384,0.320771,8.33542,3.50935,3.20771
30107,-1.46914,0.355475,8.10534,3.51087,3.55475
30111,-1.43845,0.386158,7.11075,3.51254,3.86158
30116,-1.40483,0.419781,8.07803,3.51429,4.19781
30120,-1.38907,0.435547,3.7675,3.51611,4.35547
30124,-1.3582,0.466413,7.44173,3.51804,4.66413
30128,-1.32478,0.49983,7.55941,3.52025,4.9983
30133,-1.30774,0.516869,4.03036,3.52244,5.16869
30137,-1.27909,0.545527,6.9784,3.52468,5.45527
30141,-1.23665,0.58796,10.2245,3.52712,5.8796
30145,-1.18889,0.635722,11.3966,3.52978,6.35722
30149,-1.1474,0.677216,9.86681,3.53263,6.77216
30153,-1.11004,0.714577,8.93486,3.53562,7.14577
30158,-1.07725,0.747358,7.19382,3.53903,7.47358
30162,-1.04382,0.780793,7.39713,3.54255,7.80793
30167,-1.00203,0.822581,10.1655,3.54594,8.22581
30171,-0.970138,0.854475,7.54981,3.54955,8.54475
30175,-0.933463,0.89115,8.33689,3.55347,8.9115
30179,-0.889961,0.934652,10.2218,3.55744,9.34652
30184,-0.854596,0.970017,8.56499,3.56145,9.70017
30188,-0.813771,1.01084,9.7962,3.56566,10.1084
30192,-0.781129,1.04348,7.81049,3.57002,10.4348
30196,-0.747449,1.07716,7.87123,3.57463,10.7716
30201,-0.717645,1.10697,6.88356,3.57942,11.0697
30205,-0.676808,1.1478,10.0576,3.58408,11.478
30209,-0.645078,1.17953,7.83142,3.58886,11.7953
30213,-0.613515,1.2111,7.89806,3.5937,12.111
30217,-0.566218,1.25839,11.7488,3.59877,12.5839
30221,-0.527922,1.29669,9.25836,3.60413,12.9669
30225,-0.497104,1.32751,7.37237,3.60968,13.2751
30229,-0.456653,1.36796,9.70066,3.61539,13.6796
30233,-0.412301,1.41231,10.5518,3.62132,14.1231
30239,-0.354805,1.46981,11.1414,3.62891,14.6981
30243,-0.303505,1.52111,10.9401,3.63604,15.2111
30248,-0.263251,1.56136,9.25574,3.64283,15.6136
30252,-0.224018,1.6006,9.44117,3.64948,16.006
30256,-0.186325,1.63829,9.06803,3.65629,16.3829
30260,-0.147101,1.67751,9.11076,3.66351,16.7751
30265,-0.106337,1.71828,9.39293,3.67097,17.1828
30269,-0.0684444,1.75617,8.09869,3.67919,17.5617
30273,-0.0337938,1.79082,8.26944,3.68669,17.9082
30278,0.00284833,1.82746,8.42154,3.69464,18.2746
30282,0.0498398,1.87445,10.4459,3.70308,18.7445
30286,0.0993369,1.92395,11.8518,3.71111,19.2395
30291,0.144541,1.96915,10.7393,3.7194,19.6915
30295,0.193342,2.01796,11.7321,3.72779,20.1796
30299,0.229718,2.05433,8.38848,3.7367,20.5433
30303,0.27014,2.09475,9.28996,3.74582,20.9475
30308,0.325911,2.15052,13.4248,3.75475,21.5052
30312,0.383885,2.2085,14.0173,3.76388,22.085
30316,0.43592,2.26053,12.4392,3.77334,22.6053
30320,0.488157,2.31277,12.1497,3.78328,23.1277
30325,0.529816,2.35443,9.65027,3.79345,23.5443
30329,0.57718,2.40179,11.2368,3.80357,24.0179
30333,0.620322,2.44494,10.333,3.81378,24.4494
30337,0.675637,2.50025,13.1281,3.82431,25.0025
30341,0.727857,2.55247,12.3585,3.8351,25.5247
30346,0.773664,2.59828,10.507,3.84643,25.9828
30350,0.83053,2.65514,13.092,3.85796,26.5514
30354,0.877763,2.70238,10.9739,3.86959,27.0238
30359,0.912868,2.73748,8.53492,3.88085,27.3748
30363,0.942191,2.7668,7.21846,3.89209,27.668
30367,0.961342,2.78596,4.56735,3.90377,27.8596
30371,0.948886,2.7735,-2.84034,3.91594,27.735
30375,0.92684,2.75145,-5.0808,3.92787,27.5145
30380,0.874826,2.69944,-12.474,3.93913,26.9944
30384,0.806086,2.6307,-16.4147,3.95015,26.307
30388,0.674062,2.49868,-29.5632,3.96131,24.9868
30393,0.531874,2.35649,-33.9025,3.97119,23.5649
30397,0.356,2.18061,-42.4219,3.98023,21.8061
30401,0.124444,1.94906,-55.7473,3.98833,19.4906
30405,-0.117484,1.70713,-58.2555,3.99541,17.0713
30409,-0.377818,1.4468,-62.3362,4.00146,14.468
30413,-0.6109,1.21371,-55.703,4.00654,12.1371
30418,-0.783232,1.04138,-38.4271,4.01121,10.4138
30422,-0.889204,0.935409,-25.2778,4.01513,9.35409
30426,-0.930844,0.893769,-9.7732,4.01894,8.93769
30430,-0.987278,0.837335,-13.545,4.02242,8.37335
30435,-0.995024,0.829589,-1.85773,4.02588,8.29589
30439,-0.95145,0.873163,10.4384,4.02953,8.73163
30443,-0.947388,0.877225,0.927856,4.03337,8.77225
30448,-0.980342,0.844271,-7.53457,4.03706,8.44271
30452,-1.05576,0.768858,-17.9594,4.04029,7.68858
30456,-1.13098,0.693629,-17.9457,4.0432,6.93629
30460,-1.13691,0.687705,-1.36176,4.04619,6.87705
30464,-1.13986,0.684751,-0.697201,4.04909,6.84751
30469,-1.10787,0.716742,7.71773,4.05206,7.16742
30473,-0.975848,0.848765,29.2019,4.0559,8.48765
30478,-0.906994,0.917619,15.5587,4.05996,9.17619
30482,-0.85539,0.969223,11.8234,4.06419,9.69223
30486,-0.778278,1.04634,17.3143,4.06885,10.4634
30491,-0.678388,1.14622,23.6939,4.07368,11.4622
30495,-0.56035,1.26426,28.209,4.07897,12.6426
30499,-0.496932,1.32768,14.5842,4.08475,13.2768
30504,-0.413798,1.41082,19.0918,4.09089,14.1082
30508,-0.326355,1.49826,20.9407,4.09714,14.9826
30512,-0.242482,1.58213,19.8641,4.10382,15.8213
30516,-0.161572,1.66304,18.6038,4.11106,16.6304
30521,-0.108342,1.71627,10.8947,4.11944,17.1627
30525,-0.03244,1.79217,17.9239,4.12703,17.9217
30531,0.0661541,1.89077,19.24,4.13672,18.9077
30535,0.129453,1.95407,14.9797,4.14498,19.5407
30539,0.176667,2.00128,10.9581,4.1536,20.0128
30543,0.230776,2.05539,12.56,4.16246,20.5539
30548,0.308866,2.13348,18.7713,4.17133,21.3348
30552,0.364404,2.18902,13.3088,4.18047,21.8902
30556,0.414175,2.23879,11.8437,4.18987,22.3879
30560,0.460635,2.28525,10.6109,4.19988,22.8525
30565,0.52956,2.35417,16.1744,4.20991,23.5417
30569,0.588363,2.41298,14.5245,4.21968,24.1298
30572,0.628556,2.45317,10.2804,4.22927,24.5317
30577,0.669851,2.49446,10.2213,4.23935,24.9446
30581,0.726061,2.55067,12.7506,4.25059,25.5067
30585,0.781799,2.60641,13.4231,4.26142,26.0641
30589,0.831649,2.65626,11.9522,4.2725,26.5626
30593,0.8788,2.70341,11.2681,4.28381,27.0341
30598,0.939428,2.76404,13.9186,4.29585,27.6404
30602,0.991806,2.81642,11.6471,4.30851,28.1642
30606,1.0614,2.88601,16.8219,4.32045,28.8601
30611,1.11355,2.93816,12.5873,4.33263,29.3816
30615,1.15478,2.9794,9.82269,4.34513,29.794
30619,1.19564,3.02025,9.24747,4.35848,30.2025
30623,1.2348,3.05942,9.12147,4.37161,30.5942
30628,1.26885,3.09346,8.1053,4.38461,30.9346
30632,1.2957,3.12032,6.41271,4.39767,31.2032
30636,1.32869,3.1533,7.55141,4.41145,31.533
30641,1.36508,3.18969,8.4581,4.42517,31.8969
30645,1.39279,3.21741,6.6853,4.43851,32.1741
30649,1.4156,3.24021,5.44016,4.45209,32.4021
30654,1.46552,3.29014,10.5912,4.4676,32.9014
30658,1.50279,3.3274,8.51498,4.48216,33.274
30662,1.53498,3.35959,7.19497,4.49719,33.5959
30667,1.54966,3.37428,3.43077,4.51164,33.7428
30671,1.57218,3.39679,5.19901,4.52635,33.9679
30675,1.58599,3.4106,3.25527,4.54081,34.106
30679,1.57882,3.40343,-1.70468,4.55512,34.0343
30684,1.57167,3.39629,-1.61333,4.57017,33.9629
30688,1.54649,3.3711,-5.81784,4.58476,33.711
30693,1.5069,3.33151,-9.25832,4.59901,33.3151
30697,1.4635,3.28812,-10.423,4.6127,32.8812
30701,1.3864,3.21102,-18.4,4.62615,32.1102
30705,1.31513,3.13975,-17.1334,4.63921,31.3975
30710,1.20672,3.03134,-23.3611,4.65328,30.3134
30714,1.07563,2.90025,-29.8649,4.66601,29.0025
30718,0.945942,2.77056,-29.8996,4.67803,27.7056
30723,0.777579,2.60219,-40.1685,4.68893,26.0219
30727,0.590122,2.41474,-45.2298,4.69894,24.1474
30731,0.382663,2.20728,-48.0674,4.70847,22.0728
30735,0.120763,1.94538,-60.7688,4.71685,19.4538
30739,-0.14727,1.67734,-64.9375,4.72378,16.7734
30744,-0.415217,1.4094,-64.4285,4.72964,14.094
30748,-0.698781,1.12583,-67.2776,4.73438,11.2583
30752,-1.04742,0.777198,-79.8408,4.73778,7.77198
30757,-1.40439,0.420221,-82.5197,4.73959,4.20221
30761,-1.64465,0.179962,-57.7905,4.74034,1.79962
30765,-1.85792,-0.0333092,-51.1882,4.7402,-0.333092
30769,-2.06548,-0.240863,-49.4039,4.73919,-2.40863
30773,-2.2414,-0.416792,-44.4273,4.73754,-4.16792
30777,-2.34273,-0.51812,-25.4749,4.73548,-5.1812
30781,-2.32681,-0.502195,3.92739,4.73344,-5.02195
30786,-2.31237,-0.487759,3.09422,4.73117,-4.87759
30790,-2.37702,-0.552411,-14.8982,4.72877,-5.52411
30794,-2.40643,-0.581822,-6.80783,4.72626,-5.81822
30799,-2.41036,-0.585747,-0.958184,4.72386,-5.85747
30803,-2.40649,-0.581878,0.950598,4.72149,-5.81878
30807,-2.46388,-0.639265,-14.1025,4.71889,-6.39265
30811,-2.58316,-0.758549,-26.8738,4.71552,-7.58549
30815,-2.66622,-0.841609,-19.4477,4.71193,-8.41609
30820,-2.73821,-0.913592,-17.1548,4.70809,-9.13592
30824,-2.83531,-1.0107,-23.1791,4.70386,-10.107
30828,-2.95458,-1.12997,-28.3475,4.69911,-11.2997
30833,-3.07914,-1.25453,-23.8771,4.69256,-12.5453
30837,-3.14178,-1.31717,-14.7709,4.68698,-13.1717
30842,-3.22433,-1.39972,-18.956,4.68088,-13.9972
30846,-3.33056,-1.50594,-24.6345,4.67439,-15.0594
30850,-3.45012,-1.62551,-27.3826,4.66729,-16.2551
30855,-3.53332,-1.70871,-19.7334,4.66008,-17.0871
30859,-3.62696,-1.80235,-22.4153,4.65255,-18.0235
30863,-3.74224,-1.91763,-26.5811,4.64424,-19.1763
30868,-3.87291,-2.0483,-30.0273,4.63532,-20.483
30872,-3.96317,-2.13855,-21.8108,4.62647,-21.3855
30876,-4.04622,-2.22161,-20.0141,4.61726,-22.2161
30880,-4.15907,-2.33445,-27.2855,4.6076,-23.3445
30885,-4.27176,-2.44715,-24.6648,4.59642,-24.4715
30889,-4.42905,-2.60444,-34.7643,4.58464,-26.0444
30896,-4.6205,-2.79589,-29.581,4.56654,-27.9589
30900,-4.56824,-2.74362,12.0545,4.55464,-27.4362
30905,-4.56507,-2.74045,0.625124,4.54075,-27.4045
30911,-4.63955,-2.81494,-11.9693,4.52323,-28.1494
30921,-4.58644,-2.76183,5.62608,4.49716,-27.6183
30925,-4.52625,-2.70163,13.999,4.48554,-27.0163
30929,-4.49058,-2.66597,8.57596,4.47445,-26.6597
30933,-4.41004,-2.58542,19.8637,4.46397,-25.8542
30938,-4.31363,-2.48902,20.4165,4.45222,-24.8902
30949,-4.39386,-2.56924,-7.41416,4.42442,-25.6924
30953,-4.41144,-2.58683,-4.26934,4.41376,-25.8683
30957,-4.47807,-2.65345,-16.2636,4.40289,-26.5345
30961,-4.41851,-2.5939,14.6416,4.39234,-25.939
30965,-4.2951,-2.47049,30.4995,4.38235,-24.7049
30969,-4.09365,-2.26904,48.9536,4.37301,-22.6904
30973,-3.88214,-2.05753,51.0008,4.36448,-20.5753
30977,-3.74055,-1.91594,33.993,4.3565,-19.1594
30982,-3.55717,-1.73256,41.6678,4.34887,-17.3256
30986,-3.35634,-1.53172,46.9881,4.34232,-15.3172
30991,-3.12081,-1.29619,49.2275,4.33612,-12.9619
30996,-2.96508,-1.14047,32.9357,4.33073,-11.4047
31000,-2.8288,-1.00419,32.7234,4.32655,-10.0419
31004,-2.66484,-0.840223,39.9728,4.3231,-8.40223
31010,-2.58365,-0.75904,13.3692,4.31849,-7.5904
31014,-2.56331,-0.738694,4.5082,4.31516,-7.38694
31019,-2.57298,-0.748363,-2.00405,4.31155,-7.48363
31024,-2.48704,-0.662422,20.2442,4.30874,-6.62422
31029,-2.47496,-0.65035,2.05151,4.30491,-6.5035
31034,-2.49337,-0.668753,-4.20107,4.30198,-6.68753
31038,-2.51001,-0.6854,-3.84779,4.29901,-6.854
31042,-2.6106,-0.785991,-23.0455,4.29558,-7.85991
31047,-2.72363,-0.899017,-27.0877,4.29183,-8.99017
31051,-2.81908,-0.994472,-21.2525,4.28737,-9.94472
31056,-2.93627,-1.11165,-24.5157,4.28205,-11.1165
31060,-3.07827,-1.25366,-33.0534,4.27667,-12.5366
31066,-3.31041,-1.4858,-43.3571,4.26871,-14.858
31071,-3.5263,-1.70168,-41.9801,4.25996,-17.0168
31075,-3.7183,-1.89369,-46.3583,4.25212,-18.9369
31079,-3.91673,-2.09211,-45.7088,4.24303,-20.9211
31084,-4.08531,-2.2607,-38.8372,4.23322,-22.607
31088,-4.2201,-2.39548,-31.7754,4.22306,-23.9548
31092,-4.32864,-2.50403,-25.8016,4.21253,-25.0403
31096,-4.44165,-2.61703,-26.4739,4.20136,-26.1703
31101,-4.57451,-2.74989,-30.6755,4.18945,-27.4989
31105,-4.70485,-2.88024,-31.5956,4.17756,-28.8024
31109,-4.84024,-3.01563,-32.723,4.16509,-30.1563
31113,-4.96198,-3.13736,-28.9333,4.15189,-31.3736
31117,-5.13291,-3.3083,-41.0072,4.1381,-33.083
31121,-5.3245,-3.49989,-45.6277,4.1234,-34.9989
31126,-5.40534,-3.58073,-18.2972,4.10758,-35.8073
31130,-5.13803,-3.31341,59.0114,4.09257,-33.1341
31134,-4.87491,-3.05029,64.2707,4.08008,-30.5029
31139,-4.55849,-2.73388,76.7658,4.06881,-27.3388
31143,-4.19641,-2.37179,86.9133,4.05893,-23.7179
31147,-3.85073,-2.02612,78.9021,4.05006,-20.2612
31152,-3.53172,-1.70711,72.6923,4.04256,-17.0711
31157,-3.35214,-1.52753,35.5177,4.03484,-15.2753
31161,-3.20586,-1.38125,35.0343,4.02907,-13.8125
31165,-3.09004,-1.26543,27.596,4.02376,-12.6543
31169,-2.87963,-1.05502,50.1573,4.01934,-10.5502
31173,-2.56156,-0.736944,76.0596,4.01626,-7.36944
31178,-2.36104,-0.53643,43.1744,4.01376,-5.3643
31182,-2.09202,-0.267406,59.6172,4.01256,-2.67406
31187,-1.88583,-0.0612202,49.1474,4.0123,-0.612202
31191,-1.7146,0.110011,40.5826,4.01276,1.10011
31195,-1.57168,0.252936,30.9393,4.01393,2.52936
31200,-1.60622,0.218396,-8.26938,4.01485,2.18396
31204,-1.64279,0.181826,-8.80876,4.0156,1.81826
31208,-1.70994,0.11467,-15.3635,4.0161,1.1467
31212,-1.83393,-0.00931895,-28.8604,4.01606,-0.0931895
31217,-1.93992,-0.115305,-24.0843,4.01555,-1.15305
31221,-2.0427,-0.218088,-23.9505,4.01462,-2.18088
31225,-2.03852,-0.21391,0.988236,4.01371,-2.1391
31230,-2.00872,-0.184106,6.87363,4.01292,-1.84106
31234,-2.03928,-0.214665,-7.02456,4.01198,-2.14665
31238,-2.11609,-0.291481,-17.6403,4.01071,-2.91481
31243,-2.247,-0.422388,-27.8587,4.00873,-4.22388
31248,-2.38068,-0.556068,-30.4433,4.00629,-5.56068
31252,-2.54692,-0.722309,-39.5129,4.00325,-7.22309
31256,-2.73935,-0.914738,-45.7499,3.9994,-9.14738
31260,-2.9066,-1.08199,-39.2735,3.99479,-10.8199
31265,-3.05704,-1.23243,-34.5297,3.98942,-12.3243
31269,-3.10559,-1.28097,-11.6004,3.98406,-12.8097
31273,-3.16239,-1.33778,-13.5728,3.97846,-13.3778
31277,-3.23243,-1.40782,-16.8508,3.97261,-14.0782
31281,-3.27381,-1.4492,-9.93017,3.96657,-14.492
31285,-3.31408,-1.48947,-9.61666,3.96033,-14.8947
31290,-3.38176,-1.55714,-15.6012,3.95358,-15.5714
