Time,Pitch,Error,dError,IntError,ControlSignal
21786,0.824782,2.6494,-9.71525,-0.329204,26.494
21791,0.756479,2.58109,-14.0294,-0.316638,25.8109
21796,0.683508,2.50812,-15.2838,-0.304663,25.0812
21801,0.607563,2.43218,-15.8226,-0.292989,24.3218
21806,0.509542,2.33415,-20.55,-0.281856,23.3415
21816,0.298506,2.12312,-20.0814,-0.259544,21.2312
21820,0.171231,1.99584,-29.2875,-0.25087,19.9584
21825,0.079761,1.90437,-21.7875,-0.242875,19.0437
21829,-0.0278131,1.7968,-25.9838,-0.235436,17.968
21833,-0.0808455,1.74377,-12.7794,-0.2282,17.4377
21837,-0.0911902,1.73342,-2.46916,-0.220938,17.3342
21841,-0.0925127,1.7321,-0.319874,-0.213776,17.321
21846,-0.0436513,1.78096,11.2136,-0.206016,17.8096
21850,0.0248668,1.84948,16.2969,-0.19824,18.4948
21854,0.0158392,1.84045,-2.00149,-0.189939,18.4045
21858,0.0257495,1.85036,2.45345,-0.182465,18.5036
21862,0.0582122,1.88283,8.19514,-0.175007,18.8283
21866,0.115448,1.94006,14.1641,-0.167167,19.4006
21870,0.18233,2.00694,16.6898,-0.159124,20.0694
21874,0.214006,2.03862,7.95305,-0.151005,20.3862
21879,0.244921,2.06953,7.43246,-0.142397,20.6953
21883,0.288211,2.11282,10.8042,-0.133931,21.1282
21887,0.324168,2.14878,9.09952,-0.12544,21.4878
21890,0.363572,2.18819,9.93134,-0.116758,21.8819
21895,0.386301,2.21091,5.64857,-0.107862,22.1091
21899,0.426565,2.25118,9.75296,-0.0985679,22.5118
21903,0.489418,2.31403,15.7084,-0.089309,23.1403
21907,0.519737,2.34435,7.44225,-0.0797582,23.4435
21911,0.55914,2.38375,9.51383,-0.0698856,23.8375
21915,0.605986,2.4306,11.1793,-0.0597002,24.306
21919,0.649121,2.47373,10.6545,-0.0496854,24.7373
21923,0.679933,2.50455,7.64241,-0.0395878,25.0455
21927,0.702375,2.52699,5.65505,-0.0295592,25.2699
21931,0.738979,2.56359,9.14028,-0.019293,25.6359
21935,0.767741,2.59235,7.24637,-0.00900347,25.9235
21939,0.798503,2.62312,7.72637,0.00144026,26.2312
21943,0.832908,2.65752,8.39612,0.0123299,26.5752
21947,0.850203,2.67482,4.0519,0.0237472,26.7482
21951,0.878434,2.70305,6.91155,0.0347883,27.0305
21956,0.897118,2.72173,4.65947,0.0457021,27.2173
21960,0.926373,2.75099,7.24541,0.0568098,27.5099
21963,0.952805,2.77742,6.70005,0.0677669,27.7742
21967,0.971173,2.79579,4.65212,0.0788053,27.9579
21972,0.998348,2.82296,6.56565,0.0904895,28.2296
21976,1.02149,2.8461,5.62098,0.102206,28.461
21981,1.04638,2.87099,5.12395,0.116154,28.7099
21985,1.0756,2.90022,7.04895,0.128177,29.0022
21990,1.10126,2.92587,5.03179,0.143096,29.2587
21995,1.15035,2.97496,9.48439,0.158492,29.7496
22000,1.19854,3.02315,9.28117,0.17419,30.2315
22005,1.24764,3.07225,9.38463,0.190265,30.7225
22010,1.29163,3.11625,8.80347,0.205838,31.1625
22015,1.32688,3.1515,7.2358,0.221191,31.515
22021,1.37482,3.19943,9.02264,0.238189,31.9943
22026,1.41072,3.23534,7.27795,0.254149,32.3534
22031,1.4415,3.26611,5.80941,0.27145,32.6611
22036,1.48057,3.30518,7.51965,0.288623,33.0518
22042,1.52712,3.35173,7.64799,0.309023,33.5173
22047,1.54961,3.37422,4.59382,0.325544,33.7422
22052,1.55711,3.38173,1.49914,0.342476,33.8173
22057,1.55498,3.3796,-0.416436,0.359768,33.796
22062,1.54522,3.36984,-1.96367,0.376515,33.6984
22067,1.51536,3.33998,-6.12657,0.392794,33.3998
22072,1.38783,3.21244,-23.6809,0.410095,32.1244
22077,1.17528,2.99989,-44.3648,0.424467,29.9989
22082,0.873972,2.69859,-57.6586,0.438569,26.9859
22087,0.572837,2.39745,-60.8774,0.450428,23.9745
22092,0.294635,2.11925,-55.1079,0.461127,21.1925
22097,0.0796329,1.90425,-41.814,0.470918,19.0425
22103,-0.094838,1.72977,-32.8581,0.480103,17.2977
22113,-0.37063,1.45398,-26.1101,0.495461,14.5398
22118,-0.454327,1.37029,-19.8517,0.501238,13.7029
22122,-0.617214,1.2074,-37.6661,0.50646,12.074
22126,-0.737255,1.08736,-26.5449,0.511377,10.8736
22131,-0.784244,1.04037,-11.387,0.51567,10.4037
22135,-0.804073,1.02054,-4.75433,0.519927,10.2054
22139,-0.784816,1.0398,4.41864,0.524458,10.398
22144,-0.717553,1.10706,13.9953,0.529779,11.0706
22149,-0.579375,1.24524,29.3537,0.535641,12.4524
22153,-0.402152,1.42246,36.2774,0.54259,14.2246
22159,-0.147362,1.67725,47.3412,0.551617,16.7725
22164,0.0998272,1.92444,47.5325,0.561624,19.2444
22170,0.381895,2.20651,51.5842,0.57369,22.0651
22175,0.67962,2.50423,51.8903,0.588058,25.0423
22181,0.904984,2.7296,40.6897,0.603176,27.296
22185,1.06253,2.88715,35.3854,0.616031,28.8715
22190,1.20272,3.02733,27.0823,0.631701,30.2733
22195,1.27292,3.09753,15.7066,0.645545,30.9753
22200,1.29996,3.12457,5.25869,0.661613,31.2457
22206,1.31886,3.14347,3.45872,0.678794,31.4347
22211,1.27058,3.09519,-8.7399,0.695893,30.9519
22216,1.13964,2.96425,-24.5751,0.711687,29.6425
22221,0.899119,2.72373,-50.4265,0.724679,27.2373
22226,0.642908,2.46752,-51.8133,0.73688,24.6752
22231,0.342434,2.16705,-60.9511,0.747563,21.6705
22239,-0.0908954,1.73372,-53.9321,0.761493,17.3372
22244,-0.356749,1.46786,-55.1915,0.768564,14.6786
22249,-0.62694,1.19767,-54.3397,0.774519,11.9767
22254,-0.910579,0.914034,-59.0329,0.778911,9.14034
22259,-1.0513,0.773309,-26.5872,0.783004,7.73309
22264,-1.1812,0.643411,-25.1106,0.786332,6.43411
22270,-1.26719,0.557418,-15.7817,0.789369,5.57418
22275,-1.30672,0.517889,-6.90473,0.792334,5.17889
22281,-1.30519,0.519426,0.284354,0.795142,5.19426
22286,-1.29257,0.532038,2.4809,0.797846,5.32038
22291,-1.24584,0.578772,8.89593,0.800887,5.78772
22296,-1.14911,0.675508,18.8235,0.804358,6.75508
22301,-0.934926,0.889687,40.9971,0.809006,8.89687
22307,-0.631405,1.19321,54.2558,0.815682,11.9321
22312,-0.304238,1.52038,63.1271,0.823561,15.2038
22318,-0.0260833,1.79853,51.1977,0.833332,17.9853
22323,0.285785,2.1104,54.7011,0.845365,21.104
22329,0.541408,2.36602,48.1926,0.857914,23.6602
22333,0.751214,2.57583,42.8458,0.870528,25.7583
22339,0.944103,2.76872,35.3191,0.885648,27.6872
22344,1.15908,2.9837,39.7387,0.90179,29.837
22350,1.33259,3.1572,33.7606,0.918015,31.572
22360,1.48772,3.31233,14.681,0.953016,33.1233
22365,1.54794,3.37256,12.8191,0.96886,33.7256
22369,1.57388,3.39849,5.71167,0.984292,33.9849
22374,1.59043,3.41504,3.25548,1.00166,34.1504
22379,1.61067,3.43529,4.54299,1.01696,34.3529
22384,1.53355,3.35816,-15.0093,1.03422,33.5816
22389,1.43289,3.2575,-19.4851,1.05105,32.575
22394,1.27755,3.10217,-30.2227,1.06699,31.0217
22399,1.08317,2.90778,-42.1457,1.0804,29.0778
22404,0.819403,2.64402,-51.0026,1.09408,26.4402
22409,0.55775,2.38236,-50.0082,1.10654,23.8236
22414,0.277274,2.10189,-54.8903,1.11728,21.0189
22419,-0.00663143,1.81798,-57.9111,1.12619,18.1798
22424,-0.330677,1.49394,-64.7567,1.13367,14.9394
22429,-0.669832,1.15478,-65.7968,1.13962,11.5478
22435,-0.993815,0.830798,-60.8862,1.14404,8.30798
22440,-1.27169,0.552923,-54.3636,1.14687,5.52923
22445,-1.44364,0.380975,-34.6498,1.14876,3.80975
22452,-1.55127,0.273345,-14.2728,1.15082,2.73345
22458,-1.58145,0.243163,-5.73939,1.1521,2.43163
22463,-1.59471,0.2299,-2.55033,1.1533,2.299
22468,-1.57718,0.247435,3.3959,1.15457,2.47435
22473,-1.51013,0.314482,12.2907,1.15629,3.14482
22480,-1.35927,0.465339,23.5373,1.15927,4.65339
22485,-1.23067,0.593943,25.1761,1.16231,5.93943
22490,-1.01608,0.808531,39.9617,1.16665,8.08531
22495,-0.78521,1.0394,49.9446,1.17145,10.394
22500,-0.473165,1.35145,60.6354,1.17841,13.5145
22506,-0.147009,1.6776,55.1871,1.18832,16.776
22511,0.12753,1.95214,55.7278,1.19794,19.5214
22516,0.3919,2.21651,51.047,1.20942,22.1651
22521,0.666332,2.49094,52.4304,1.22246,24.9094
22529,1.0328,2.85741,49.8584,1.24346,28.5741
22536,1.36021,3.18482,43.3116,1.26753,31.8482
22541,1.58406,3.40867,43.2807,1.28516,34.0867
22547,1.75913,3.58375,32.9197,1.30422,35.8375
22552,1.90512,3.72974,28.0813,1.32361,37.2974
22557,1.99084,3.81545,15.6832,1.34447,38.1545
22563,2.03739,3.862,8.72177,1.36508,38.62
22568,2.04767,3.87228,2.01467,1.38485,38.7228
22573,2.01299,3.8376,-6.97834,1.40392,38.376
22577,1.96197,3.78658,-11.4712,1.42076,37.8658
22582,1.74365,3.56827,-43.0669,1.43885,35.6827
22587,1.43414,3.25875,-62.9479,1.45487,32.5875
22592,1.06254,2.88716,-73.8411,1.4694,28.8716
22597,0.587573,2.41219,-92.2165,1.48183,24.1219
22603,0.0563222,1.88094,-100.359,1.49178,18.8094
22608,-0.414423,1.41019,-92.1485,1.49899,14.1019
22613,-0.795508,1.02911,-76.6917,1.5041,10.2911
22618,-1.20461,0.619999,-84.3762,1.50711,6.19999
22623,-1.5746,0.250013,-70.5889,1.50842,2.50013
22628,-1.96088,-0.136265,-74.5141,1.50771,-1.36265
22639,-2.08126,-0.256647,-10.8538,1.50486,-2.56647
22644,-2.12616,-0.301547,-10.449,1.50357,-3.01547
22648,-2.08822,-0.263609,9.15768,1.50248,-2.63609
22652,-1.99446,-0.169845,22.5791,1.50177,-1.69845
22656,-1.88164,-0.057026,25.9616,1.50152,-0.57026
22660,-1.75017,0.0744418,30.4627,1.50184,0.744418
22665,-1.65155,0.173063,24.0268,1.50256,1.73063
22669,-1.48076,0.343856,39.2759,1.50405,3.43856
22674,-1.23517,0.589447,51.9717,1.50684,5.89447
22678,-0.916674,0.907939,67.7442,1.5111,9.07939
22684,-0.557453,1.26716,65.358,1.51807,12.6716
22689,-0.216703,1.60791,68.217,1.5261,16.0791
22694,0.0947273,1.91934,65.7307,1.53519,19.1934
22699,0.382886,2.2075,54.4265,1.54688,22.075
22705,0.617512,2.44212,41.6194,1.56065,24.4212
22710,0.841698,2.66631,43.29,1.57446,26.6631
22715,1.05831,2.88293,41.7978,1.5894,28.8293
22720,1.24562,3.07024,37.5115,1.60473,30.7024
22725,1.38296,3.20757,29.1259,1.61985,32.0757
22730,1.50625,3.33086,25.0755,1.63623,33.3086
22735,1.54492,3.36954,7.32427,1.65402,33.6954
22740,1.45841,3.28303,-17.094,1.67064,32.8303
22745,1.47704,3.30165,3.71989,1.68717,33.0165
22753,1.21305,3.03766,-31.5406,1.7126,30.3766
22758,0.937165,2.76178,-53.5326,1.72683,27.6178
22763,0.636414,2.46103,-60.7888,1.739,24.6103
22768,0.189878,2.01449,-89.4384,1.74906,20.1449
22773,-0.217159,1.60745,-78.9034,1.75735,16.0745
22779,-0.625139,1.19947,-76.7482,1.76373,11.9947
22784,-1.07064,0.753976,-85.6864,1.76765,7.53976
22789,-1.46827,0.356342,-72.6446,1.7696,3.56342
22795,-1.77925,0.0453658,-55.9625,1.76985,0.453658
22800,-1.97219,-0.147578,-36.1349,1.76906,-1.47578
22805,-2.04653,-0.221918,-14.5091,1.76793,-2.21918
22811,-2.02449,-0.199876,4.15857,1.76687,-1.99876
22816,-1.98017,-0.15556,8.50952,1.76606,-1.5556
22821,-1.86793,-0.0433191,22.2672,1.76584,-0.433191
22826,-1.76946,0.0551546,20.8433,1.7661,0.551546
22836,-1.54953,0.275079,20.9901,1.76898,2.75079
22841,-1.42478,0.39983,28.9695,1.7707,3.9983
22845,-1.32978,0.494838,22.9784,1.77275,4.94838
22849,-1.17807,0.646544,37.1763,1.77539,6.46544
22853,-1.02709,0.797523,36.6629,1.77867,7.97523
22857,-0.88719,0.937423,33.7814,1.78256,9.37423
22861,-0.73434,1.09027,37.818,1.78696,10.9027
22865,-0.60762,1.21699,32.1207,1.79176,12.1699
22869,-0.464217,1.3604,36.6996,1.79708,13.604
22873,-0.338255,1.48636,32.1255,1.80291,14.8636
22877,-0.240609,1.584,24.5394,1.80921,15.84
22881,-0.12895,1.69566,28.3821,1.81588,16.9566
22885,-0.0280359,1.79658,25.7581,1.82292,17.9658
22889,0.0657033,1.89032,24.0587,1.83028,18.9032
22892,0.145857,1.97047,20.5449,1.83797,19.7047
22897,0.215611,2.04022,17.1133,1.84629,20.4022
22901,0.306789,2.1314,21.6281,1.85527,21.314
22905,0.364385,2.189,14.1375,1.86419,21.89
22909,0.433805,2.25842,17.5269,1.87314,22.5842
22913,0.482573,2.30719,12.3847,1.88222,23.0719
22917,0.539537,2.36415,14.6112,1.89144,23.6415
22921,0.58364,2.40825,11.256,1.90087,24.0825
22924,0.632533,2.45715,12.5428,1.91045,24.5715
22928,0.669236,2.49385,9.2754,1.92032,24.9385
22932,0.714085,2.5387,11.2192,1.93047,25.387
22936,0.767725,2.59234,13.4479,1.94081,25.9234
22940,0.81503,2.63964,11.7354,1.95145,26.3964
22944,0.848634,2.67325,8.41502,1.96212,26.7325
22948,0.873729,2.69834,6.18883,1.97307,26.9834
22952,0.903826,2.72844,7.66063,1.98379,27.2844
22956,0.9298,2.75441,6.54709,1.99471,27.5441
22960,0.95671,2.78132,6.61129,2.00603,27.8132
22964,0.970347,2.79496,3.3841,2.0173,27.9496
22969,0.99018,2.81479,4.91295,2.02866,28.1479
22972,1.00809,2.8327,4.53262,2.03985,28.327
22976,1.01447,2.83908,1.6,2.05117,28.3908
22980,1.03197,2.85658,4.43792,2.06244,28.5658
22984,1.03133,2.85594,-0.158782,2.07392,28.5594
22988,0.939395,2.76401,-23.0105,2.08496,27.6401
22993,0.920088,2.7447,-4.5911,2.0965,27.447
22997,0.931555,2.75617,2.78111,2.10787,27.5617
23002,0.91305,2.73766,-3.84028,2.12106,27.3766
23006,0.873205,2.69782,-9.06296,2.13292,26.9782
23011,0.884173,2.70879,2.2107,2.14636,27.0879
23016,0.942054,2.76667,10.9858,2.16094,27.6667
23021,0.979045,2.80366,7.77014,2.17428,28.0366
23026,1.05105,2.87566,14.8913,2.18819,28.7566
23031,1.14833,2.97294,18.5414,2.20379,29.7294
23036,1.24682,3.07143,21.2685,2.21801,30.7143
23041,1.33473,3.15935,16.785,2.23456,31.5935
23046,1.42803,3.25264,16.9868,2.25242,32.5264
23052,1.51191,3.33652,15.1998,2.27083,33.3652
23059,1.58987,3.41448,10.5009,2.29618,34.1448
23065,1.61488,3.4395,4.74369,2.31432,34.395
23069,1.59282,3.41743,-4.87677,2.32978,34.1743
23074,1.56598,3.39059,-5.86872,2.34529,33.9059
23079,1.51915,3.34377,-8.78814,2.36311,33.4377
23084,1.3923,3.21691,-27.5422,2.37792,32.1691
23089,1.19841,3.02303,-38.8171,2.39302,30.2303
23094,0.934154,2.75877,-53.9779,2.40653,27.5877
23099,0.519701,2.34431,-77.6275,2.41904,23.4431
23104,0.0812581,1.90587,-79.4492,2.42956,19.0587
23110,-0.439521,1.38509,-86.3878,2.43791,13.8509
23115,-0.852902,0.971711,-84.8489,2.44265,9.71711
23121,-1.13003,0.694586,-52.1962,2.44633,6.94586
23126,-1.27255,0.552059,-28.9647,2.44905,5.52059
23131,-1.30268,0.521935,-5.60975,2.45185,5.21935
23136,-1.27885,0.54576,4.51884,2.45473,5.4576
23141,-1.233,0.591618,9.74512,2.45751,5.91618
23146,-1.13487,0.689747,20.6414,2.46079,6.89747
23151,-0.986556,0.838057,29.3774,2.46502,8.38057
23155,-0.797997,1.02662,39.8398,2.46988,10.2662
23161,-0.478202,1.34641,56.4026,2.47752,13.4641
23167,-0.126106,1.69851,63.5029,2.48693,16.9851
23176,0.633903,2.45852,78.9826,2.51059,24.5852
23181,0.994085,2.8187,84.1688,2.52265,28.187
23185,1.31058,3.13519,72.785,2.53629,31.3519
23190,1.65151,3.47613,69.8957,2.55324,34.7613
23195,1.94013,3.76474,54.1913,2.57329,37.6474
23200,2.16756,3.99217,44.0259,2.59392,39.9217
23205,2.32901,4.15362,30.9179,2.61561,41.5362
23211,2.45031,4.27492,22.3794,2.63878,42.7492
23216,2.49726,4.32187,9.7101,2.65967,43.2187
23220,2.38571,4.21032,-23.6377,2.67954,42.1032
23226,2.0365,3.86112,-67.7523,2.69944,38.6112
23231,1.44387,3.26848,-117.636,2.71591,32.6848
23235,0.928489,2.7531,-107.826,2.72907,27.531
23241,0.385217,2.20983,-98.0607,2.74131,22.0983
23246,-0.19913,1.62548,-122.686,2.74905,16.2548
23251,-0.828326,0.996287,-117.532,2.75439,9.96287
23256,-1.27544,0.549175,-90.6468,2.7571,5.49175
23261,-1.65747,0.167139,-78.4512,2.75791,1.67139
23266,-1.92116,-0.0965445,-55.4027,2.75745,-0.965445
23271,-2.24198,-0.417372,-63.9166,2.75536,-4.17372
23279,-2.34381,-0.519201,-11.9181,2.75092,-5.19201
23285,-2.31496,-0.490347,5.35701,2.74828,-4.90347
23289,-2.28856,-0.46395,6.24191,2.74632,-4.6395
23294,-2.10974,-0.285125,36.7218,2.74493,-2.85125
23299,-1.86145,-0.0368384,44.0168,2.74472,-0.368384
23304,-1.65118,0.173432,41.3931,2.7456,1.73432
23311,-1.40456,0.420057,37.6617,2.74835,4.20057
23318,-0.977386,0.847227,58.151,2.75458,8.47227
23323,-0.652313,1.1723,68.3876,2.76015,11.723
23328,-0.188983,1.63563,90.7497,2.7685,16.3563
23333,0.229239,2.05385,87.9428,2.77827,20.5385
23338,0.721126,2.54574,89.3489,2.79228,25.4574
23344,1.15333,2.97794,78.37,2.8087,29.7794
23349,1.52406,3.34867,74.3266,2.82541,33.4867
23357,1.99806,3.82267,60.211,2.8555,38.2267
23361,2.25462,4.07923,56.6093,2.87399,40.7923
23366,2.56912,4.39373,65.774,2.895,43.9373
23371,2.73797,4.56258,34.2156,2.91751,45.6258
23376,2.70158,4.5262,-7.86227,2.93846,45.262
23381,2.87584,4.70046,33.3043,2.96305,47.0046
23386,2.89735,4.72197,3.91701,2.98899,47.2197
23394,2.54097,4.36559,-46.4383,3.02249,43.6559
23401,1.97464,3.79925,-78.3512,3.04995,37.9925
23407,1.37875,3.20337,-108.095,3.06761,32.0337
23412,0.785425,2.61004,-109.081,3.08181,26.1004
23417,0.115071,1.93968,-129.887,3.09182,19.3968
23423,-0.625424,1.19919,-133.189,3.09849,11.9919
23428,-1.2505,0.574118,-118.547,3.10151,5.74118
23438,-2.22165,-0.397038,-104.029,3.09781,-3.97038
23442,-2.80473,-0.980117,-124.439,3.09321,-9.80117
23446,-3.152,-1.32739,-82.8871,3.08765,-13.2739
23451,-3.25691,-1.4323,-24.8706,3.08161,-14.323
23455,-3.3786,-1.55399,-29.3209,3.07516,-15.5399
23459,-3.48133,-1.65672,-23.4701,3.06791,-16.5672
23463,-3.51491,-1.6903,-7.87941,3.06071,-16.903
23468,-3.33246,-1.50784,44.448,3.05452,-15.0784
23472,-3.12612,-1.3015,49.818,3.04913,-13.015
23476,-2.9366,-1.11199,45.7034,3.04451,-11.1199
23480,-2.77419,-0.949581,37.3801,3.04039,-9.49581
23484,-2.63423,-0.80962,32.4532,3.0369,-8.0962
23489,-2.34548,-0.52087,69.4478,3.03473,-5.2087
23493,-2.03309,-0.208482,74.7929,3.03386,-2.08482
23497,-1.71349,0.11112,74.5514,3.03434,1.1112
23502,-1.35291,0.471707,77.7437,3.03652,4.71707
23506,-0.994188,0.830425,77.8733,3.04035,8.30425
23510,-0.651439,1.17317,83.4547,3.04517,11.7317
23515,-0.288354,1.53626,75.0566,3.0526,15.3626
23519,0.0175105,1.84212,73.3775,3.06028,18.4212
23524,0.3071,2.13171,68.8905,3.06924,21.3171
23528,0.586355,2.41097,66.5756,3.07935,24.1097
23532,0.855692,2.68031,62.0928,3.09098,26.8031
23537,1.07717,2.90178,50.3588,3.10374,29.0178
23541,1.25974,3.08435,43.9818,3.11654,30.8435
23545,1.43208,3.25669,37.7871,3.1314,32.5669
23550,1.59397,3.41858,36.4856,3.14657,34.1858
23554,1.68044,3.50506,20.231,3.16155,35.0506
23558,1.68679,3.5114,1.55634,3.17587,35.114
23562,1.6414,3.46601,-10.7876,3.19045,34.6601
23566,1.53628,3.36089,-25.9121,3.20409,33.6089
23570,1.39741,3.22202,-34.4201,3.21709,32.2202
23574,1.2371,3.06171,-40.2262,3.22929,30.6171
23578,0.982948,2.80756,-63.156,3.24058,28.0756
23582,0.739772,2.56438,-61.2179,3.25077,25.6438
23586,0.552991,2.3776,-46.2632,3.26037,23.776
23590,0.330321,2.15493,-56.3281,3.26889,21.5493
23594,0.0769052,1.90152,-62.7979,3.27656,19.0152
23598,-0.190737,1.63388,-66.7692,3.28311,16.3388
23602,-0.544087,1.28053,-88.7163,3.28821,12.8053
23606,-0.87597,0.948643,-83.9216,3.29196,9.48643
23610,-1.22032,0.60429,-86.0685,3.29438,6.0429
23615,-1.55942,0.265189,-78.5153,3.29553,2.65189
23619,-1.80213,0.0224787,-59.6694,3.29562,0.224787
23623,-1.9472,-0.122585,-36.4062,3.29513,-1.22585
23627,-2.02823,-0.203618,-20.5601,3.29433,-2.03618
23631,-2.07719,-0.252573,-12.3644,3.29333,-2.52573
23635,-2.11006,-0.285449,-8.34406,3.2922,-2.85449
23639,-2.10147,-0.276857,2.1756,3.29111,-2.76857
23642,-2.17114,-0.34653,-17.8241,3.28975,-3.4653
23646,-2.24447,-0.419859,-18.5937,3.2881,-4.19859
23650,-2.29925,-0.474635,-13.6208,3.28619,-4.74635
23654,-2.35406,-0.529445,-13.3373,3.28401,-5.29445
23659,-2.38572,-0.561104,-7.86946,3.28176,-5.61104
23662,-2.41312,-0.588503,-6.92519,3.27943,-5.88503
23666,-2.42786,-0.603244,-3.71754,3.27704,-6.03244
23670,-2.39668,-0.572067,7.89351,3.27478,-5.72067
23674,-2.33777,-0.513153,14.7435,3.27273,-5.13153
23678,-2.29375,-0.469142,10.9823,3.27085,-4.69142
23682,-2.25202,-0.427407,10.497,3.26915,-4.27407
23686,-2.23058,-0.405966,5.37699,3.26753,-4.05966
23690,-2.19452,-0.369905,9.15961,3.26607,-3.69905
23694,-2.16518,-0.340567,7.18044,3.26468,-3.40567
23699,-2.1371,-0.312484,6.79442,3.26339,-3.12484
23703,-2.09299,-0.268372,10.8514,3.2623,-2.68372
23707,-2.05037,-0.225762,9.45322,3.26128,-2.25762
23711,-2.00992,-0.185307,9.16907,3.26046,-1.85307
23716,-1.96637,-0.141759,9.21905,3.25979,-1.41759
23721,-1.92483,-0.100218,8.13607,3.25928,-1.00218
23725,-1.87746,-0.0528424,11.6176,3.25907,-0.528424
23730,-1.84007,-0.015453,8.83206,3.259,-0.15453
23734,-1.82351,0.00110078,3.52528,3.25901,0.0110078
23739,-1.7954,0.0292166,6.24221,3.25914,0.292166
23744,-1.77592,0.048692,3.70084,3.25939,0.48692
23750,-1.75058,0.0740371,4.63719,3.2598,0.740371
23755,-1.74121,0.0833988,1.78801,3.26024,0.833988
23760,-1.7368,0.0878103,0.865918,3.26068,0.878103
23765,-1.74661,0.0779997,-1.97222,3.26107,0.779997
23769,-1.73592,0.0886889,2.41216,3.26146,0.886889
23775,-1.77206,0.052549,-6.61378,3.26175,0.52549
23780,-1.82874,-0.00412643,-10.0413,3.26173,-0.0412643
23785,-1.85697,-0.0323528,-6.01321,3.26158,-0.323528
23790,-1.89892,-0.0743084,-8.91514,3.26123,-0.743084
23795,-1.96154,-0.136925,-12.0143,3.26051,-1.36925
23804,-2.1624,-0.33779,-21.7676,3.2574,-3.3779
23809,-2.22014,-0.39553,-13.2911,3.25568,-3.9553
23813,-2.2819,-0.457284,-15.067,3.2538,-4.57284
23817,-2.34911,-0.524498,-15.8364,3.25158,-5.24498
23821,-2.43155,-0.606937,-19.7074,3.24904,-6.06937
23825,-2.52822,-0.703603,-23.3235,3.24612,-7.03603
23830,-2.63551,-0.810897,-24.9318,3.24263,-8.10897
23834,-2.76453,-0.939918,-29.3444,3.2385,-9.39918
23839,-2.94197,-1.11735,-35.7908,3.23296,-11.1735
23844,-3.14586,-1.32125,-37.5886,3.22579,-13.2125
23849,-3.29707,-1.47246,-36.1378,3.21963,-14.7246
23853,-3.46831,-1.6437,-39.6542,3.21253,-16.437
23858,-3.67571,-1.8511,-43.0935,3.20362,-18.511
23863,-3.90777,-2.08316,-44.4104,3.19274,-20.8316
23868,-4.13779,-2.31318,-44.4878,3.18078,-23.1318
23874,-4.39447,-2.56985,-47.1114,3.16678,-25.6985
23879,-4.66323,-2.83862,-50.8623,3.15178,-28.3862
23884,-4.90897,-3.08435,-48.2275,3.13606,-30.8435
23889,-5.17145,-3.34684,-49.2788,3.11824,-33.4684
23894,-5.40481,-3.5802,-45.4359,3.09985,-35.802
23899,-5.60321,-3.7786,-42.9334,3.08239,-37.786
23904,-5.80274,-3.97813,-38.5633,3.0618,-39.7813
23910,-6.01272,-4.18811,-37.2256,3.03818,-41.8811
23915,-6.19115,-4.36654,-34.1228,3.01535,-43.6654
23920,-6.41377,-4.58916,-42.9112,2.99154,-45.8916
23925,-6.63609,-4.81148,-42.5819,2.96642,-48.1148
23930,-6.48108,-4.65646,31.071,2.94319,-46.5646
23935,-6.22322,-4.39861,54.1841,2.92225,-43.9861
23940,-6.0621,-4.23749,31.4061,2.90051,-42.3749
23946,-5.66847,-3.84385,75.1269,2.88037,-38.4385
23951,-4.44026,-2.61565,233.508,2.86662,-26.1565
23956,-3.20373,-1.37912,237.555,2.85944,-13.7912
23961,-2.15357,-0.328957,192.033,2.85764,-3.28957
23967,-1.09186,0.732756,199.57,2.86154,7.32756
23972,-0.280437,1.54418,159.171,2.86941,15.4418
23977,0.435636,2.26025,143.957,2.88065,22.6025
23982,0.880909,2.70552,93.9951,2.89347,27.0552
23987,1.3036,3.12821,80.6537,2.90986,31.2821
23992,1.45288,3.27749,29.4485,2.92648,32.7749
23997,1.5821,3.40671,26.0546,2.94337,34.0671
24002,1.50623,3.33085,-16.0049,2.95916,33.3085
24007,1.3238,3.14841,-34.8297,2.97565,31.4841
24012,0.873591,2.6982,-87.1133,2.9896,26.982
24018,0.321915,2.14653,-100.597,3.00137,21.4653
24023,-0.305907,1.51871,-118.552,3.00941,15.1871
24028,-0.874656,0.949957,-102.247,3.0147,9.49957
24033,-1.51254,0.312076,-124.468,3.0163,3.12076
24039,-2.14233,-0.317721,-118.528,3.01461,-3.17721
24044,-2.72252,-0.897905,-111.642,3.00994,-8.97905
24049,-3.34176,-1.51715,-113.313,3.00165,-15.1715
24055,-3.78635,-1.96174,-83.2885,2.99118,-19.6174
24060,-4.18564,-2.36102,-78.2364,2.97913,-23.6102
24065,-4.61963,-2.79502,-87.3528,2.96524,-27.9502
24070,-5.05435,-3.22973,-92.0124,2.94998,-32.2973
24075,-5.47195,-3.64733,-79.5237,2.93083,-36.4733
24080,-5.8452,-4.02059,-71.8495,2.90994,-40.2059
24086,-6.22715,-4.40254,-69.8811,2.88588,-44.0254
24091,-6.54972,-4.72511,-60.9864,2.86089,-47.2511
24096,-6.83871,-5.01409,-55.5163,2.83479,-50.1409
24101,-6.64246,-4.81785,37.4327,2.80953,-48.1785
24107,-6.27082,-4.44621,65.7374,2.78439,-44.4621
24112,-5.51876,-3.69415,149.014,2.76575,-36.9415
